scores,baselines
0.366666666666667,0.19095238095238082
0.3904761904761904,0.17066666666666644
0.36923076923076864,0.12779487179487165
0.375,0.1793333333333334
0.2888888888888886,0.19011111111111087
0.36969696969696986,0.11684848484848484
0.30370370370370375,0.1707407407407407
0.44666666666666593,0.22819999999999996
0.2666666666666665,0.12813333333333332
0.3333333333333329,0.1459047619047617
0.616666666666667,0.18716666666666668
0.39999999999999925,0.14077777777777778
0.34444444444444455,0.16166666666666643
0.366666666666667,0.15583333333333335
0.40833333333333355,0.13966666666666674
0.366666666666667,0.1520833333333333
0.43333333333333257,0.11442424242424246
0.383333333333333,0.20399999999999985
0.3333333333333329,0.14650000000000002
0.3333333333333329,0.15433333333333332
0.35000000000000064,0.17750000000000005
0.366666666666667,0.17600000000000007
0.41481481481481536,0.16962962962962969
0.5,0.23349999999999999
0.3333333333333329,0.17550000000000002
0.3166666666666665,0.17649999999999996
0.3614035087719294,0.1760350877192982
0.4133333333333338,0.12826666666666667
0.3333333333333329,0.1568
0.35999999999999965,0.1502
0.375,0.15975000000000006
0.4166666666666665,0.18208333333333335
0.37222222222222234,0.12488888888888892
0.25555555555555615,0.1704444444444442
0.4399999999999998,0.12879999999999997
